,0,1,2,3,4
1920,Susan Kyger,female,TO,998120565,22
1921,Sonya Duchesne,female,PA,721065304,42
1922,Roger Babin,male,MA,766355603,30
1923,Mona Thurman,female,RS,842489411,31
1924,Andrew Rosa,male,SE,933462403,19
1925,William Harris,male,AL,962137733,44
1926,Shawn Diaz,male,AL,635066435,16
1927,Marcus Roy,male,MG,915747539,18
1928,Kathleen Bacon,female,MT,727766885,46
1929,Fernando Garrett,male,AC,001232900,23
1930,Tawana Sampson,female,AM,820645647,29
1931,Martin Miller,male,CE,987197468,29
1932,Kim Summers,male,PR,169960886,48
1933,Bradford Sanders,male,PE,277900089,42
1934,Randy Griffin,male,SE,929787684,41
1935,Jan Zwolinski,female,TO,855534928,17
1936,John Sandoval,male,RO,186929182,33
1937,Kristen Sawyer,female,AL,418259811,20
1938,Annette Mccartt,female,AL,204952140,53
1939,Theresa Hale,female,PB,918262335,46
1940,Carl Breedlove,male,MA,864121456,25
1941,Thomas Trent,male,SE,689373965,32
1942,Joyce Miller,female,BA,062945493,29
1943,James Mcmullen,male,PI,464230157,28
1944,Stephanie Reese,female,AL,123705083,45
1945,Lloyd Pruitt,male,PA,157775596,23
1946,Joseph Cruz,male,PR,913219744,35
1947,Robin Lai,female,GO,168517201,52
1948,Sylvia Murphy,female,SC,450115426,34
1949,Curtis Magee,male,AL,137295154,47
1950,Shery Koonce,female,SC,787758032,20
1951,Mary Simmons,female,RR,910194043,17
1952,Stephen Harding,male,PI,637757698,16
1953,Taryn Streiff,female,ES,945694444,44
1954,Catherine Jones,female,PA,036909383,35
1955,Gilbert Harris,male,MA,456185052,26
1956,Ester Wells,female,DF,747449735,25
1957,Emily Vance,female,RO,030311839,16
1958,Matthew Marin,male,TO,586216521,21
1959,Willie Colbert,male,SP,566977671,21
1960,Betty Race,female,AC,490005279,46
1961,Lucy Sandoval,female,PI,711248930,49
1962,Marvin Placha,male,PR,597088310,20
1963,Jessie Bishop,female,RJ,681476096,52
1964,Howard Smith,male,SP,672212650,45
1965,Denise Beebe,female,RO,909599323,46
1966,Scott Swarr,male,BA,254349248,20
1967,Margaret Beattie,female,SE,694994288,43
1968,Margaret Cainne,female,DF,262586128,24
1969,Margaret Pennington,female,SP,640431178,48
1970,Patricia Floyd,female,AM,328823384,41
1971,Amanda Evans,female,DF,027736490,29
1972,Ryan Glidden,male,CE,984616721,33
1973,Cindy Whelan,female,GO,933234144,24
1974,Louis Graham,male,PI,572267009,35
1975,Kristin Macqueen,female,MT,219979795,44
1976,Nancy Diamond,female,PI,253968073,32
1977,Debra Hickman,female,GO,132259190,27
1978,Adrian Marsden,male,PR,706746608,22
1979,Dimple Gaters,female,RR,748513474,25
1980,Lillie Moore,female,SE,427326805,16
1981,Robert Cohen,male,ES,480341444,22
1982,Raul Dreessen,male,RS,961376865,28
1983,Josephine Narain,female,PA,474589768,20
1984,Mammie Gales,female,AP,405284230,51
1985,Tara Ratliff,female,RN,566467355,50
1986,Rebecca Mask,female,RN,068895733,25
1987,Kenneth Riddle,male,BA,430922354,27
1988,Rosa Martin,female,MS,118719714,22
1989,Carl Siefert,male,PE,721882785,36
1990,Linda Garnett,female,PI,721221760,41
1991,Chad Dunkle,male,RN,780651873,50
1992,Judy Macareno,female,GO,251986624,35
1993,Carrie Lawton,female,SE,797099977,45
1994,Cathey Sampieri,female,DF,614306203,26
1995,John Driggers,male,PI,300484488,26
1996,Ana Murray,female,AL,895605141,40
1997,Mary Church,female,BA,765378001,54
1998,Susan Hively,female,BA,563475918,36
1999,Maria Fant,female,AL,342308514,35
